Cobham Park
    5.00000
1
140
0
0
      0.0000,      5.0000,     26.6700
      5.0000,      5.0000,     35.5000
     10.0000,      5.0000,     40.8700
     15.0000,      5.0000,     54.3800
     20.0000,      5.0000,     51.6200
     25.0000,      5.0000,     53.3100
     30.0000,      5.0000,     39.9900
     35.0000,      5.0000,     29.0900
     40.0000,      5.0000,     26.7000
     45.0000,      5.0000,     14.9500
     50.0000,      5.0000,     12.0000
     55.0000,      5.0000,     15.3300
     60.0000,      5.0000,     16.3700
     65.0000,      5.0000,     21.9600
     70.0000,      5.0000,     29.2800
     75.0000,      5.0000,     35.8800
     80.0000,      5.0000,     35.9400
     85.0000,      5.0000,     39.2700
     90.0000,      5.0000,     31.2600
     95.0000,      5.0000,     28.5300
    100.0000,      5.0000,     38.2000
    105.0000,      5.0000,     41.3100
    110.0000,      5.0000,     71.0000
    115.0000,      5.0000,     53.5000
    120.0000,      5.0000,     65.6600
    125.0000,      5.0000,     46.2400
    130.0000,      5.0000,     30.5700
    135.0000,      5.0000,     29.3100
      0.0000,     10.0000,     12.3000
      5.0000,     10.0000,     14.9500
     10.0000,     10.0000,     17.1500
     15.0000,     10.0000,     22.6200
     20.0000,     10.0000,     14.5800
     25.0000,     10.0000,     18.2800
     30.0000,     10.0000,     25.2000
     35.0000,     10.0000,     22.8700
     40.0000,     10.0000,      8.5500
     45.0000,     10.0000,     11.9300
     50.0000,     10.0000,     15.7700
     55.0000,     10.0000,     15.9600
     60.0000,     10.0000,     16.3400
     65.0000,     10.0000,     17.7200
     70.0000,     10.0000,     15.1400
     75.0000,     10.0000,     21.0500
     80.0000,     10.0000,     18.0300
     85.0000,     10.0000,     14.2600
     90.0000,     10.0000,     16.0200
     95.0000,     10.0000,     20.9200
    100.0000,     10.0000,     20.6700
    105.0000,     10.0000,     13.5700
    110.0000,     10.0000,     17.5300
    115.0000,     10.0000,     16.9000
    120.0000,     10.0000,     15.0800
      0.0000,     15.0000,      9.9100
      5.0000,     15.0000,      9.0800
     10.0000,     15.0000,      9.5800
     15.0000,     15.0000,     14.6100
     20.0000,     15.0000,     18.7600
     25.0000,     15.0000,     15.7400
     30.0000,     15.0000,     14.1400
     35.0000,     15.0000,      8.0700
     40.0000,     15.0000,      8.7700
     45.0000,     15.0000,     12.1600
     50.0000,     15.0000,     16.7200
     55.0000,     15.0000,     15.9300
     60.0000,     15.0000,     15.9200
     65.0000,     15.0000,     14.1400
     70.0000,     15.0000,     12.0400
     75.0000,     15.0000,      8.7700
     85.0000,     15.0000,      8.4800
     90.0000,     15.0000,     11.0300
     95.0000,     15.0000,     12.8200
    100.0000,     15.0000,     12.9000
    105.0000,     15.0000,     10.3500
      0.0000,     20.0000,      9.4800
      5.0000,     20.0000,     12.8700
     10.0000,     20.0000,     18.5200
     15.0000,     20.0000,     13.3200
     20.0000,     20.0000,      9.7500
     25.0000,     20.0000,      7.9400
     30.0000,     20.0000,      7.0900
     35.0000,     20.0000,      6.7100
     40.0000,     20.0000,      8.7300
     45.0000,     20.0000,     13.5700
     50.0000,     20.0000,     17.8600
     55.0000,     20.0000,     15.7100
     60.0000,     20.0000,     11.0000
     65.0000,     20.0000,      7.7900
     70.0000,     20.0000,      9.9300
     75.0000,     20.0000,      5.5300
     80.0000,     20.0000,      7.1600
     85.0000,     20.0000,      8.5500
     90.0000,     20.0000,     10.6400
      0.0000,     25.0000,     16.0700
      5.0000,     25.0000,     10.3700
     10.0000,     25.0000,      7.4600
     15.0000,     25.0000,      6.0800
     20.0000,     25.0000,      7.4900
     35.0000,     25.0000,      7.8900
     45.0000,     25.0000,     11.5900
     50.0000,     25.0000,     15.6300
     55.0000,     25.0000,     11.3100
     60.0000,     25.0000,      8.1700
     65.0000,     25.0000,      6.4400
     75.0000,     25.0000,      7.6800
      0.0000,     30.0000,      6.9700
      5.0000,     30.0000,      4.7100
     10.0000,     30.0000,      4.9000
     15.0000,     30.0000,      5.7100
     20.0000,     30.0000,      4.5200
     25.0000,     30.0000,      5.6200
     30.0000,     30.0000,      7.6000
     35.0000,     30.0000,      8.5800
     40.0000,     30.0000,      7.2800
     45.0000,     30.0000,     10.1800
     50.0000,     30.0000,     11.1200
     55.0000,     30.0000,      9.0500
     60.0000,     30.0000,      7.5400
      0.0000,     35.0000,      5.7200
      5.0000,     35.0000,      5.2800
     10.0000,     35.0000,      5.7200
     15.0000,     35.0000,      4.1800
     20.0000,     35.0000,      5.5900
     25.0000,     35.0000,      7.0400
     30.0000,     35.0000,      7.4500
     35.0000,     35.0000,      6.8200
     40.0000,     35.0000,      9.0200
     45.0000,     35.0000,      9.2400
      0.0000,     40.0000,      6.7900
      5.0000,     40.0000,      6.2800
     10.0000,     40.0000,      5.2300
     15.0000,     40.0000,      6.4100
     20.0000,     40.0000,      6.4100
     25.0000,     40.0000,      6.7900
     30.0000,     40.0000,      8.2900
      0.0000,     45.0000,      7.0700
      5.0000,     45.0000,      6.3100
     10.0000,     45.0000,      5.4300
     15.0000,     45.0000,      7.3500
      0.0000,     50.0000,      6.6600
0
0
0
0
0
